respondent,UCLA_index,Q8_disability,NeighborIndex,DiversityDiscussImportant,DiversitySupportive,Q22_marital_satn,Q46_attend_religious,Q39_caregiver,Q30_supportive_num,Q64_yrs_current_residence,Q65_relocate,ethnic,gender,household_size,income,employ,age_group,Q2_health_overall,Q27_11_parents_inperson,Q27_12_parents_email,Q27_13_parents_phone,Q27_14_parents_letters,Q27_15_parents_text,Q27_16_parents_online,Q27_17_parents_SN,Q27_21_child_inperson,Q27_22_child_email,Q27_23_child_phone,Q27_24_child_letters,Q27_25_child_text,Q27_26_child_online,Q27_27_child_SN,Q27_31_sibling_inperson,Q27_32_sibling_email,Q27_33_sibling_phone,Q27_34_sibling_letters,Q27_35_sibling_text,Q27_36_sibling_online,Q27_37_sibling_SN,Q27_41_friend_inperson,Q27_42_friend_email,Q27_43_friend_phone,Q27_44_friend_letters,Q27_45_friend_text,Q27_46_friend_online,Q27_47_friend_SN,Q28_discuss_important_matters_num,passaway_index,moveaway_index,Q38_more_less_friends,Q48_volunteer,Q50_groups,Q53_hobbies,Q77_hrs_alone,Q89_1_internet_sentiment,Q89_2_internet_sentiment,Q89_3_internet_sentiment,Q89_4_internet_sentiment,Q89_5_internet_sentiment,Q89_6_internet_sentiment,Q89_7_internet_sentiment,Q89_8_internet_sentiment,Q89_9_internet_sentiment,Q89_10_internet_sentiment,internet_sentiment_index,Q90_tradeoffs_family,Q91_tradeoffs_intimate_convo
1829,32,0,-3.827981392,2,4,5,1,0,12,5,0,2,1,3,16,1,5,4,,,,,,,,5,1,5,1,5,1,2,4,3,4,1,5,1,5,4,3,4,1,5,1,2,2,1,0,2,0,1,3,1,1,1,3,2,4,5,4,1,3,5,29,2,2
1830,25,0,0.510618135,3,3,5,5,0,10,5,0,4,2,2,13,5,7,4,,,,,,,,5,3,4,1,4,4,3,3,3,4,1,1,1,1,5,1,5,1,4,1,5,6,0,0,2,0,1,7,1,,,,,,,,,,,0,2,2
1831,25,0,3.78428843,3,7,5,2,0,10,5,0,1,1,3,13,1,5,4,3,2,4,1,3,4,5,4,3,4,2,5,5,4,3,3,4,1,4,4,4,5,4,3,1,5,5,1,3,1,0,2,0,1,3,1,3,3,3,4,5,4,5,3,5,5,40,2,2
1832,36,0,-3.186521045,2,2,1,6,0,3,4,0,4,2,4,13,7,5,4,2,1,3,1,1,1,1,5,1,5,1,5,1,1,5,1,5,1,5,5,,3,2,4,1,5,4,5,3,1,0,2,0,1,2,2,3,1,1,1,3,4,3,1,5,3,25,2,2
1834,25,0,0.728609598,4,6,5,6,0,20,5,0,1,2,4,20,1,6,4,,,,,,,,3,3,5,3,5,5,5,4,3,4,2,4,4,5,4,4,4,3,5,4,1,7,1,1,2,1,2,2,1,5,4,3,5,5,5,5,5,3,4,44,3,2
1835,54,1,-3.186521045,,4,0,1,0,5,5,0,4,1,1,15,1,6,4,4,4,5,2,1,3,1,5,4,5,2,5,4,1,3,4,5,3,4,5,1,3,1,3,1,3,1,5,0,0,0,1,0,1,7,4,2,1,2,1,5,1,5,4,5,5,31,3,3
1836,47,0,-1.903600351,3,4,5,3,0,15,1,2,4,1,1,20,1,6,4,3,1,5,1,1,5,1,,,,,,,,3,4,4,1,1,4,1,5,5,5,3,1,5,5,7,0,0,3,1,1,5,3,5,2,3,1,5,4,5,4,4,5,38,2,2
1837,43,0,-0.990294023,1,,5,2,0,2,4,0,3,1,2,10,5,8,3,,,,,,,,5,2,3,1,2,1,1,1,1,1,1,1,1,1,4,2,3,1,1,1,5,2,1,0,2,0,1,5,1,1,1,2,1,4,1,,,,,10,2,2
1838,53,1,-2.273214717,3,2,5,2,0,2,5,0,1,1,4,12,4,6,2,,,,,,,,5,5,5,1,5,2,4,,,,,,,,3,4,5,2,5,3,4,7,0,0,2,0,1,1,3,2,4,3,1,3,2,4,4,2,2,27,2,1
1839,43,0,-1.63175437,2,3,4,5,0,3,3,4,3,2,4,18,5,7,3,,,,,,,,4,5,5,3,5,5,5,2,4,5,2,5,5,4,5,4,5,2,5,5,1,3,0,0,2,1,2,3,3,3,1,2,3,4,4,3,4,4,4,32,2,3
1840,46,0,-2.273214717,4,3,0,6,0,4,4,0,3,1,2,13,1,6,4,5,5,5,1,5,5,5,5,3,5,1,5,5,5,4,4,3,1,5,5,5,4,4,3,1,5,5,2,6,1,0,2,0,1,4,4,4,3,3,3,4,4,3,4,2,4,34,2,1
1841,25,0,,4,4,5,3,1,6,5,0,1,2,2,13,2,7,4,,,,,,,,5,5,5,3,5,3,5,4,1,4,1,1,1,1,5,5,4,3,5,2,1,4,0,0,2,1,2,3,2,4,4,2,4,5,5,5,3,3,5,40,2,2
1842,23,0,0.728609598,2,2,5,4,0,8,5,0,1,1,2,20,5,6,4,,,,,,,,,,,,,,,2,3,3,1,3,1,3,4,5,4,1,4,1,3,3,1,0,2,0,1,3,1,4,3,4,3,5,4,2,4,4,5,38,2,1
1843,48,1,0.510618135,1,3,3,5,0,3,4,0,1,2,2,8,5,8,2,,,,,,,,,,,,,,,1,5,4,3,1,1,1,5,5,4,3,1,1,1,1,2,1,2,0,3,7,1,4,2,3,4,4,4,3,4,3,4,35,2,2
1844,38,0,2.011530292,3,2,0,3,1,2,2,3,4,1,4,10,6,5,3,5,1,5,3,1,1,4,,,,,,,,5,3,5,3,4,4,4,4,3,4,2,4,4,3,3,0,0,1,0,1,6,3,4,4,3,4,4,4,3,4,4,4,38,2,2
1845,46,0,2.92483662,3,3,5,6,0,6,5,0,1,1,2,17,5,8,4,,,,,,,,4,5,,2,4,1,2,,,,,,,,5,5,5,2,5,1,4,3,1,0,1,1,2,4,1,4,1,2,2,3,4,3,4,2,3,28,2,2
1846,43,0,3.566296968,1,1,0,6,0,2,5,0,1,2,1,16,5,7,4,,,,,,,,,,,,,,,4,4,3,2,3,1,2,5,4,4,3,5,1,1,1,1,0,2,1,2,3,5,3,2,2,4,4,4,4,2,3,3,31,2,1
1847,43,0,-1.04414854,1,1,1,1,1,1,1,1,1,2,5,20,1,6,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,3,0,1,1,1,5,5,,,,,,,,,10,1,1
1848,32,0,3.566296968,3,3,0,6,0,7,5,0,2,1,1,16,5,8,3,,,,,,,,5,5,5,3,5,4,4,5,5,5,3,1,4,4,5,5,5,4,1,1,5,7,0,0,2,0,1,2,3,1,1,2,2,3,2,3,3,4,3,24,2,2
1849,47,0,-5.32889355,1,1,0,1,0,1,5,0,1,1,3,11,1,5,3,,,,,,,,,,,,,,,,,,,,,,5,5,5,1,5,1,5,3,0,0,2,0,1,2,2,3,4,3,3,3,4,3,4,4,3,34,1,2
1850,76,1,-5.32889355,,,0,1,0,0,5,0,1,1,1,1,6,5,2,,,,,,,,,,,,,,,2,1,3,1,3,1,4,1,1,1,1,1,1,5,0,,0,2,0,1,3,6,1,3,3,1,1,2,5,5,1,3,25,1,2
1851,35,0,-3.186521045,3,4,2,2,1,4,2,1,1,1,3,18,4,6,4,3,5,4,2,3,1,4,3,4,4,2,4,1,1,,,,,,,,4,,4,2,3,1,3,3,1,1,3,1,1,5,1,3,2,4,4,4,4,4,3,4,4,36,2,2
1852,51,0,-2.273214717,2,2,0,5,0,5,2,2,1,2,5,17,1,6,2,3,1,5,3,1,1,1,5,3,5,3,5,1,4,3,1,4,3,4,1,1,5,3,5,3,3,1,2,2,0,1,2,0,1,3,3,1,2,3,2,5,4,5,3,5,5,35,2,2
1853,62,1,-0.130842212,3,3,0,1,0,4,4,0,1,1,1,5,7,7,2,,,,,,,,,,,,,,,,,,,,,,5,4,4,2,1,1,5,4,1,0,2,0,1,4,6,3,3,3,1,4,4,3,3,2,5,31,2,2
1854,30,1,3.402160023,2,3,5,1,0,3,2,1,1,2,2,6,6,6,1,,,,,,,,4,1,5,1,5,1,5,5,1,5,1,5,1,5,5,1,5,1,5,2,1,2,0,0,2,0,1,2,3,3,3,3,3,3,3,3,3,3,3,30,2,2
1855,53,1,-4.687433203,2,3,5,2,0,3,1,2,5,1,5,11,6,5,2,2,1,4,2,1,1,1,5,1,5,1,4,5,4,2,1,3,1,2,1,3,3,1,3,1,3,4,2,2,1,0,1,0,1,4,3,3,3,3,4,3,3,3,3,3,3,31,2,2
1857,36,0,-3.827981392,3,4,5,2,0,11,4,0,2,2,3,15,1,5,3,,,,,,,,5,3,4,2,5,1,1,2,1,2,1,2,1,1,3,2,4,1,3,1,5,3,1,0,2,1,1,7,2,4,1,2,1,5,1,5,1,3,5,28,2,2
1859,53,0,-4.687433203,2,3,4,1,0,3,3,1,1,1,1,12,1,5,3,4,2,5,1,1,1,1,,,,,,,,3,3,3,1,3,1,1,3,4,3,1,4,2,2,3,1,0,2,0,1,2,2,2,3,1,4,2,3,2,1,3,2,23,1,1
1860,35,1,-0.826157078,1,2,0,6,1,7,5,0,1,2,1,4,5,8,2,,,,,,,,5,5,5,1,5,2,5,1,1,1,1,1,1,1,5,5,4,1,4,1,2,4,2,1,2,1,2,2,5,4,3,3,4,4,3,3,3,4,3,34,3,
1861,31,1,-1.63175437,1,3,4,2,0,4,5,0,1,2,2,19,1,7,3,,,,,,,,4,5,5,1,1,1,1,1,1,5,1,1,1,1,4,3,4,1,1,1,5,2,0,0,2,0,1,2,2,3,3,1,3,1,1,5,1,2,5,25,2,1
1862,42,0,1.370069945,1,7,4,3,0,15,4,0,1,1,2,17,1,5,3,5,,5,2,5,1,4,5,5,5,2,5,3,4,4,4,4,2,5,1,5,5,5,5,3,5,1,1,1,0,0,2,1,1,3,1,4,2,1,4,3,4,3,2,3,4,30,2,2
1863,55,1,-0.402688193,1,1,4,1,0,8,2,4,1,1,2,9,5,8,2,,,,,,,,,,,,,,,3,1,3,1,1,1,1,4,1,5,1,1,1,5,1,1,1,1,1,2,4,1,1,1,1,1,5,1,5,3,2,5,25,2,2
1864,38,0,0.510618135,3,4,5,6,0,15,1,1,1,2,3,13,1,6,4,3,3,5,3,2,1,3,5,5,5,1,5,1,4,2,3,3,2,4,1,3,5,5,4,2,5,1,3,8,0,0,2,1,1,2,3,2,2,2,4,4,4,4,3,5,3,33,2,2
1865,59,1,2.011530292,5,3,0,6,0,5,1,1,1,2,1,4,5,7,2,3,1,5,4,1,1,1,4,5,5,3,5,4,4,3,5,3,3,4,1,4,4,4,4,3,3,1,2,9,2,0,3,1,2,5,5,4,2,2,4,3,5,3,2,3,4,32,2,2
1867,65,1,-2.273214717,1,1,0,2,0,1,4,0,1,1,1,3,6,6,2,,,,,,,,5,4,5,2,5,1,5,5,5,5,2,5,1,3,3,2,3,1,1,1,5,1,0,0,1,0,1,1,5,1,3,3,2,3,3,3,4,4,2,28,2,1
1868,47,1,3.78428843,3,4,5,1,0,8,5,0,1,1,2,7,5,8,2,,,,,,,,3,4,3,1,1,2,4,1,1,1,1,1,1,1,4,1,4,1,1,1,5,3,1,0,1,0,1,4,1,1,1,1,1,3,1,2,1,4,5,20,2,2
1869,44,1,0.305140713,2,2,0,1,0,2,5,0,1,1,1,6,5,6,2,,,,,,,,4,1,3,1,3,1,1,,,,,,,,4,1,4,1,2,1,5,2,1,0,1,0,3,1,3,4,3,1,4,5,3,3,5,3,3,34,2,2
1870,27,1,,3,3,0,5,0,15,3,3,2,2,2,3,6,7,3,,,,,,,,4,1,4,1,4,2,4,2,1,5,1,4,2,3,5,4,5,1,4,2,3,9,2,0,2,1,3,4,2,3,1,1,3,1,4,3,3,2,4,25,1,1
1871,43,0,0.292626672,2,3,0,3,0,3,4,0,1,1,1,13,5,7,3,,,,,,,,2,5,5,1,5,1,1,2,4,3,1,4,1,1,5,4,3,1,4,1,5,2,0,0,2,0,1,2,3,4,2,4,1,5,2,4,4,4,5,35,2,2
1872,60,1,-1.903600351,1,2,0,1,0,4,4,0,5,1,4,8,6,5,2,5,1,4,1,1,1,1,,,,,,,,5,4,4,3,3,3,5,5,4,4,1,3,5,1,1,0,0,2,0,1,4,2,3,4,3,3,3,4,3,3,5,3,34,2,2
1873,27,0,1.370069945,3,4,0,6,0,7,4,0,4,1,2,14,1,5,4,,,,,,,,3,1,3,1,4,4,4,5,1,5,1,5,5,5,5,4,4,1,5,5,2,4,1,0,3,1,1,4,2,4,2,3,4,5,4,4,4,5,5,40,2,2
1874,35,0,2.229521755,2,2,5,6,1,3,5,0,1,1,2,13,5,7,3,,,,,,,,,,,,,,,5,3,4,3,4,4,4,4,4,4,2,4,5,1,3,1,0,2,0,1,5,2,4,4,4,4,4,4,4,5,3,3,39,2,2
1875,25,0,-3.827981392,1,4,1,6,0,20,4,0,1,2,2,16,1,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,0,3,1,1,4,1,5,5,1,5,5,5,1,5,1,5,38,2,2
1876,20,0,2.92483662,3,3,1,3,0,5,5,0,4,2,2,18,1,8,4,,,,,,,,4,4,5,1,5,4,5,2,1,3,1,1,1,1,5,5,5,2,5,1,1,6,1,0,2,1,1,5,2,1,1,5,3,5,3,5,2,5,5,35,2,2
1877,39,0,-0.348833675,3,3,4,6,0,3,2,3,3,1,4,16,1,5,3,2,3,3,1,3,3,1,5,1,1,1,1,1,1,3,3,3,1,3,3,1,2,2,3,1,3,1,5,3,1,0,2,0,1,3,1,3,3,3,3,3,4,3,4,2,3,31,2,2
1878,45,0,1.205933,3,2,0,6,1,3,3,2,2,1,2,7,5,7,2,,,,,,,,5,5,5,3,5,4,5,4,1,4,1,4,1,4,5,5,5,1,5,4,1,4,2,0,1,1,1,1,3,4,3,3,4,4,4,3,3,5,3,36,2,2
1879,30,0,-0.348833675,2,2,0,3,0,10,4,0,1,1,2,15,2,6,4,2,1,2,1,1,1,1,2,2,4,1,4,1,1,4,2,4,2,4,1,1,5,5,5,1,5,1,5,5,0,1,3,1,1,1,2,3,3,1,1,5,1,5,1,4,2,26,2,2
1880,36,0,0.728609598,3,3,5,6,0,5,5,0,1,2,2,11,7,6,4,4,1,5,1,1,1,1,4,3,5,1,5,3,1,,,,,,,,5,4,3,1,4,1,2,5,1,1,2,1,1,3,1,2,1,1,1,4,2,5,1,4,5,26,2,2
1881,48,1,2.870982102,4,1,3,1,0,1,1,1,1,2,2,14,5,6,3,,,,,,,,5,5,5,2,5,5,5,3,3,3,1,3,1,3,4,4,4,2,4,1,1,3,0,1,3,0,1,4,1,3,3,3,3,3,3,3,3,3,3,30,1,1
1883,30,1,-5.32889355,2,2,0,6,0,10,3,1,2,2,1,9,1,8,4,,,,,,,,4,5,5,1,1,1,1,,,,,,,,4,5,5,1,4,1,5,4,1,0,1,1,3,2,4,3,1,3,1,5,1,5,3,5,3,30,2,2
1884,39,1,-0.348833675,3,3,0,1,0,4,2,3,1,1,1,8,1,5,3,4,1,5,1,5,3,5,5,3,5,1,5,4,5,3,1,4,1,4,3,5,5,1,4,1,5,4,1,3,0,1,1,0,1,2,1,3,4,5,4,4,4,4,4,5,4,41,2,2
1885,51,0,1.370069945,1,,0,1,0,0,4,0,1,1,1,7,2,5,4,5,4,5,1,5,1,1,,,,,,,,,,,,,,,5,1,5,1,5,1,5,1,,0,2,0,1,6,5,1,1,3,1,3,1,3,2,3,3,21,2,2
1886,39,0,2.706845157,2,2,4,5,0,3,5,0,1,2,2,12,1,6,4,,,,,,,,,,,,,,,3,1,5,1,5,1,4,4,3,5,2,5,,1,3,1,0,2,1,2,5,1,3,4,1,3,4,4,4,3,1,3,30,1,1
1887,46,0,2.011530292,2,4,0,3,0,4,4,0,5,2,4,11,1,6,3,3,4,5,1,5,2,5,4,4,4,1,4,3,4,5,3,5,1,5,5,4,4,2,4,1,4,4,2,2,0,1,2,0,1,1,2,5,3,2,5,3,5,3,3,1,3,33,2,2
1888,55,0,0.292626672,2,1,2,2,0,2,5,0,2,1,4,15,1,6,3,,,,,,,,5,2,5,1,5,5,5,4,3,3,1,3,4,3,5,5,5,1,5,5,1,3,0,0,1,0,1,2,2,3,3,4,4,3,4,4,3,3,4,35,2,2
1890,50,1,-5.32889355,2,2,0,1,0,6,1,6,1,2,1,1,6,6,5,,,,,,,,1,1,1,1,1,1,1,4,3,4,1,4,1,4,4,3,4,1,4,1,2,6,1,0,2,0,1,4,2,3,1,1,4,4,4,2,3,2,5,29,2,2
1891,21.11111111,0,1.370069945,2,2,5,6,0,4,2,1,3,1,2,13,5,7,5,,,,,,,,4,5,5,3,5,5,5,,,,,,,,4,5,5,3,5,5,1,1,0,0,2,1,1,2,1,1,1,1,1,1,5,1,3,3,3,20,2,2
1892,34,0,2.92483662,3,2,0,6,1,2,5,0,2,2,1,11,5,6,5,5,1,5,1,1,1,1,,,,,,,,5,5,5,3,5,5,5,4,4,4,2,4,3,2,3,1,0,2,0,1,3,2,1,1,1,3,3,4,4,1,5,3,26,2,2
1893,29,0,3.566296968,3,5,4,5,0,10,4,0,1,1,3,15,1,6,4,,,,,,,,5,4,5,1,5,1,5,,,,,,,,5,5,5,1,5,1,1,3,1,0,3,1,1,3,1,5,4,4,5,5,5,3,5,3,4,43,1,1
1894,46,0,2.92483662,3,3,3,4,1,3,2,1,1,2,2,19,5,7,4,,,,,,,,,,,,,,,2,3,3,3,5,1,1,5,5,5,3,5,1,5,3,2,2,2,1,2,4,4,3,3,3,3,3,3,3,3,3,3,30,1,1
1895,45,0,-1.63175437,2,2,0,3,0,36,5,0,1,2,1,13,2,8,3,,,,,,,,4,5,5,2,5,5,5,1,1,1,1,1,1,1,5,5,5,2,5,2,1,7,2,1,2,1,1,6,6,4,4,2,4,3,4,3,5,5,4,38,2,2
1896,33,0,-2.750538119,3,3,0,3,1,1,5,0,1,1,1,11,5,8,4,,,,,,,,5,1,5,1,1,1,2,4,1,5,2,1,1,1,5,1,4,1,1,1,5,2,3,1,2,1,4,5,4,3,3,3,3,3,3,3,3,3,3,30,2,2
1897,60,1,1.370069945,2,2,5,1,1,3,4,0,1,1,2,8,6,5,4,5,4,5,3,3,1,1,,,,,,,,3,3,3,1,3,1,1,3,3,3,3,3,1,5,2,1,0,1,0,1,4,4,3,3,1,1,2,3,3,3,2,2,23,1,1
1898,30,0,1.370069945,3,3,5,6,1,3,2,1,4,1,3,13,1,6,3,5,1,5,1,1,1,1,,,,,,,,,,,,,,,5,5,5,3,5,5,3,3,1,0,2,0,1,5,2,5,1,3,4,5,5,5,5,3,5,41,2,2
1899,48,0,5.121063643,2,2,4,3,0,2,2,3,1,2,2,4,7,6,3,5,4,4,1,5,1,1,,,,,,,,4,4,2,1,5,1,1,1,1,1,1,1,1,5,3,1,0,2,0,1,3,3,1,3,2,1,4,1,4,4,4,5,29,2,1
1900,29,0,-1.903600351,3,2,4,2,1,3,2,5,1,2,1,9,1,6,3,,,,,,,,,,,,,,,4,1,4,1,4,1,4,5,2,4,1,5,1,1,5,0,0,2,1,1,7,1,4,1,4,5,5,5,2,4,2,4,36,2,1
1901,39,1,3.566296968,3,,0,1,0,0,4,0,1,1,1,14,1,6,3,5,4,5,1,1,1,1,5,1,5,1,5,1,1,3,1,4,1,4,1,4,5,1,5,1,4,1,5,3,,0,1,0,1,3,4,3,2,2,3,3,4,4,3,4,4,32,2,2
1902,44,1,-0.348833675,2,1,0,5,0,1,1,4,5,1,2,13,5,7,3,,,,,,,,,,,,,,,2,4,4,2,1,1,3,2,4,4,2,1,1,4,2,1,0,1,1,3,3,2,4,2,2,3,3,3,3,2,3,5,30,2,2
1903,39,0,0.292626672,1,1,0,3,0,1,4,0,1,1,2,14,5,7,4,,,,,,,,3,4,4,2,4,4,4,3,3,4,2,3,3,4,5,4,4,2,4,4,2,1,0,0,2,0,1,6,3,3,4,3,4,3,4,3,3,4,4,35,2,2
1905,32,0,-0.348833675,4,4,4,6,1,5,2,1,1,2,2,17,1,6,3,2,5,3,2,5,1,1,2,5,4,3,5,3,2,5,5,5,2,5,1,5,4,4,4,2,5,4,1,8,0,1,3,1,1,2,1,5,5,5,5,5,5,5,3,5,3,46,3,3
1906,60,1,-0.990294023,3,5,0,1,0,6,3,1,1,2,1,3,5,5,2,4,1,5,1,5,1,1,5,1,5,3,5,1,1,5,1,5,3,5,1,1,2,1,2,2,2,1,5,4,1,0,2,0,1,4,5,3,1,1,1,1,1,1,1,1,4,15,1,1
1907,39,1,-2.273214717,3,2,5,2,0,3,5,0,1,2,3,19,1,6,2,,,,,,,,4,5,4,1,5,1,5,2,3,4,2,4,1,4,3,3,4,2,4,1,1,5,0,0,1,0,3,5,2,5,4,3,4,5,5,3,4,4,3,40,2,2
1908,40,0,1.370069945,2,3,4,3,0,12,5,0,5,2,2,16,5,7,4,,,,,,,,,,,,,,,,4,4,,4,,4,4,4,4,,,,,5,1,1,2,1,4,5,2,4,3,3,4,4,4,2,4,4,4,36,1,1
1909,55,0,-1.903600351,1,1,0,3,1,1,5,0,2,2,2,13,1,5,4,5,1,5,1,1,1,1,,,,,,,,1,1,4,1,4,1,1,3,2,5,1,5,1,5,3,2,0,2,0,1,1,3,1,1,1,2,4,2,5,3,2,5,26,2,1
1910,57,0,-2.273214717,3,3,0,1,0,30,4,0,1,1,1,7,2,6,4,4,4,5,1,5,1,5,,,,,,,,4,3,4,1,4,1,5,5,3,3,1,5,2,1,3,1,0,1,0,1,3,3,2,2,1,4,1,4,1,4,2,4,25,1,1
1911,48,1,2.92483662,,1,0,1,1,2,2,1,1,1,1,10,1,7,2,4,1,4,3,1,1,1,,,,,,,,2,2,2,1,1,2,1,4,4,4,2,1,1,5,0,0,0,1,0,1,4,6,3,1,1,1,3,1,5,1,3,4,23,1,2
1912,33,0,0.292626672,3,4,0,6,0,15,5,0,1,2,1,7,1,7,4,3,1,5,4,1,1,1,5,4,5,3,5,3,5,3,2,3,3,4,2,5,5,3,3,1,4,2,1,4,1,0,2,1,1,3,1,4,3,3,4,5,4,3,4,3,3,36,2,2
1913,26,0,2.229521755,4,4,5,3,0,5,4,0,4,2,2,19,1,6,4,,,,,,,,5,1,5,1,5,5,1,,,,,,,,5,4,5,1,5,1,1,5,0,0,2,1,3,3,3,4,1,2,4,5,4,5,3,5,5,38,2,2
1914,39,0,-1.262140003,2,4,0,1,0,8,5,0,2,1,1,17,1,6,3,,,,,,,,,,,,,,,1,1,2,4,1,1,1,4,5,5,3,5,1,1,2,1,0,1,0,1,6,1,5,5,3,3,5,4,5,5,3,5,43,1,3
1915,65,0,-4.687433203,,,0,1,0,0,4,0,3,1,1,17,1,5,4,3,1,1,1,1,4,1,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,1,4,5,0,,0,3,0,1,3,4,5,5,4,3,4,3,3,4,4,5,40,2,2
1916,52,1,-1.63175437,1,1,4,6,0,1,5,0,1,2,5,10,5,7,2,,,,,,,,5,3,5,1,5,1,1,2,4,3,3,2,1,3,5,5,4,3,2,1,2,1,0,0,2,0,1,1,4,4,3,4,4,3,4,3,4,3,3,35,2,2
1917,50,0,1.370069945,1,1,0,5,0,1,4,0,1,1,1,21,5,7,4,,,,,,,,,,,,,,,2,4,3,2,1,1,1,3,3,3,1,1,1,5,3,1,0,2,1,1,1,3,3,3,2,1,3,3,3,4,2,4,28,2,2
1918,51,0,,2,2,1,1,0,6,0,0,3,2,3,14,1,6,3,,,,,,,,5,1,5,1,5,2,1,5,1,5,1,1,1,1,1,1,1,1,1,1,5,5,0,0,2,0,1,1,3,3,3,3,3,3,3,3,3,3,3,30,2,2
1920,30,0,-0.348833675,6,7,5,4,1,10,5,0,4,2,2,13,7,6,4,5,1,1,1,1,1,1,5,4,5,1,5,1,1,4,4,5,1,5,1,1,3,3,2,3,4,1,5,8,1,1,3,1,2,2,1,4,4,3,3,5,4,5,2,5,4,39,2,2
1921,29,1,2.011530292,,1,0,1,0,1,2,4,1,1,1,4,5,6,3,,,,,,,,,,,,,,,3,4,5,1,5,1,5,4,1,4,2,1,1,5,0,1,0,1,1,1,1,1,1,1,3,3,3,1,5,3,3,4,27,2,2
1922,37,1,-0.348833675,3,4,5,2,0,20,5,0,4,2,2,13,1,6,4,,,,,,,,4,4,4,3,5,3,1,1,3,3,3,3,1,1,4,4,4,3,3,1,5,6,2,0,3,0,1,4,2,4,3,2,1,3,3,3,3,3,5,30,2,2
1923,53,1,1.370069945,3,5,0,2,0,12,5,0,1,1,1,16,1,5,3,4,1,5,1,5,5,1,,,,,,,,5,5,5,1,5,5,5,5,5,5,1,5,3,1,4,1,1,1,1,2,4,4,4,3,4,4,3,5,4,3,4,5,39,3,2
1924,36,0,-2.273214717,1,1,4,1,0,10,4,0,1,1,3,14,1,6,3,,,,,,,,5,1,1,1,1,1,1,3,1,3,1,1,1,1,4,1,4,1,1,1,5,1,0,0,2,1,4,2,1,3,2,1,1,3,2,3,2,4,3,24,2,2
1925,36,1,-1.63175437,1,1,0,1,0,3,1,1,1,1,7,12,1,5,3,,,,,,,,5,1,1,1,1,1,1,,,,,,,,3,3,3,1,3,1,2,1,1,0,2,0,,1,1,2,1,4,5,4,5,2,4,5,4,36,2,2
1926,38,0,1.370069945,5,5,5,5,0,5,4,0,2,2,2,18,5,6,4,,,,,,,,5,3,4,1,4,1,1,5,4,,1,3,1,1,4,4,4,1,3,1,5,5,0,0,2,0,1,2,3,4,2,1,3,5,3,4,2,3,5,32,1,2
1927,28,0,1.370069945,3,3,0,1,0,7,3,1,1,2,2,18,1,5,5,5,5,5,3,5,1,1,,,,,,,,,,,,,,,5,4,5,3,5,1,5,3,0,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,4,13,1,3
1928,32,0,-1.04414854,1,1,0,1,0,1,4,0,5,1,1,16,5,6,4,,,,,,,,,,,,,,,3,5,4,1,1,1,1,5,4,5,1,4,1,5,2,0,0,2,1,1,7,5,5,5,2,1,5,1,3,4,5,5,36,2,2
1929,24,0,2.92483662,2,4,5,1,1,20,5,0,1,2,4,11,5,6,4,,,,,,,,5,2,5,1,4,1,4,5,1,5,1,1,1,1,4,4,3,1,1,2,2,3,1,1,2,0,1,3,2,4,3,4,5,4,5,4,4,3,5,41,2,2
1930,33,0,2.011530292,3,3,5,2,1,10,4,0,1,1,1,20,2,7,3,,,,,,,,5,5,5,3,5,3,5,4,4,5,2,4,1,1,5,5,5,3,5,3,5,3,1,1,2,1,1,6,1,3,3,3,3,3,3,3,3,3,3,30,2,2
1931,67,1,-0.566825138,4,4,0,1,0,6,4,0,2,1,1,7,1,5,2,1,1,4,1,1,1,1,,,,,,,,1,1,4,1,2,1,2,2,2,5,2,2,1,4,6,0,0,2,0,1,3,5,4,5,5,4,4,5,2,5,4,4,42,2,2
1932,21,0,3.566296968,5,4,1,3,0,7,4,0,1,1,3,18,2,7,5,,,,,,,,5,4,4,1,4,1,1,3,3,4,1,3,1,1,5,5,5,1,5,1,5,7,1,0,2,1,3,6,1,4,3,4,3,3,2,3,2,3,5,32,2,2
1933,53,0,-0.348833675,3,1,0,2,1,2,5,0,1,2,1,12,1,6,4,5,1,5,1,1,1,1,,,,,,,,4,1,4,4,4,1,4,3,2,3,2,4,3,3,3,0,0,2,0,1,2,3,3,3,2,3,3,3,3,3,3,4,30,2,2
1934,28,0,3.566296968,4,5,4,6,0,36,4,0,4,1,2,17,7,6,4,3,1,5,3,4,1,1,2,4,4,3,5,1,1,3,4,4,3,4,1,1,5,4,4,3,4,1,5,12,2,1,3,1,3,2,2,4,4,1,1,5,1,4,3,5,5,33,2,2
1936,26,0,2.011530292,2,1,4,3,0,1,5,0,2,2,2,16,5,6,3,,,,,,,,5,5,5,1,5,5,4,5,5,5,1,5,4,5,5,5,4,1,5,5,2,2,2,0,1,0,2,3,1,4,2,2,4,5,2,4,3,5,4,35,2,2
